00003n000000000000000000000000-8343b0fb-f016-4e20-b232-c07a3a8e9764	negative	Man, if she is stupid enough, to let a kid knock her up, and is MARRIED, the kid was a VIRGIN, well, I will volunteer to change places for the kid. Somebody has got to do it to save the sanctity of these brats we raise. You never would have heard ANYTHING if I was the student. Just a sly smile every time I was in her class.
00007b000000000000000000000000-5ef7ff5a-9c3c-434f-899a-4cbbf5317f7d	negative	Neil, who are you kidding? At 16 you would have risked your left testicle for ANYTHING sexual. That's how 16 year old boys are, and adults are supposed to know that. They aren't supposed to take advantage of the combination of raging hormones and emotional immaturity.
00005b000000000000000000000000-e32ff422-3cc2-4dcf-8d25-cfc156d6b0b5	neutral	Let's not forget that she might also have a disease.
1459780657187-3d73ae72-acb0-4be4-8257-5817fc8aef55	negative	This author is a schmuck. Pepe is not even Brazilian for Christ's sake!! The guy is Portuguese.
00003b000000000000000000000000-0b93b6c7-589d-4e1f-9daf-79cf30d42744	neutral	hey ANG you are wrong PEPE was born in BRASIL,than h became PORTUGUESE citizen . is considered portuguse by naturlization
00002b000000000000000000000000-9ad8042d-d0b7-4db1-95a7-def95a558f0e	negative	You are the Schmuck look things up before you look like the fool. Pepe was born and raised in Alagoas, Brazil and didn't move to Portugal until he was 18 when he was signed to C.S. Marítimo.
00002b000000000000000000000000-a7e92695-26c4-4ce1-a733-9b4a44d29189	neutral	Ghrelin is produced by your fat cells. You can't get rid of fat cells by dieting. You can only shrink them. The only way to get rid of fat cells is to remove them via lipo. If you do that in your stomach area in particular, your hunger will also be affected.
00004n000000000000000000000000-79b87968-0055-45da-bcaa-c65fc8b644da	neutral	It's the mind that controls the over eating. I don't care what those doctors say.
00003n000000000000000000000000-da063c9c-abe5-4055-8444-138ec1b6b94f	neutral	"There is a book called, ""A Pound of Cure"" written by a gastric bypass Dr. that I recommend you read. I also had WLS but was in 2003...I lost 197 lbs and gained back 60. Figuring out what to eat after the first bit is hard. I really suggest this book...it's helped me change the way I eat and I'm losing the weight again. And I suggest a therapist."
00005b000000000000000000000000-cdbf0fc8-763b-4739-aa46-0cd205b13c69	neutral	That is part of why Dr. Now makes the candidates loose 100 or so pounds before approving so you try to learn to eat better. Too many people think this is some miracle cure. I know someone who had surgery and she had to go to a years worth of appointments and counseling before she got her surgery. She's been very successful.
00005g000000000000000000000000-df64f1cd-1285-4c81-9c95-051c468a907d	neutral	Halle Berry, Rashida Jones, Mariah Carey, Chanel Iman, Naomi Campbell, Adriana Lima; etc. For the women Vin Diesel, Derek Jeter, Tyson Beckford, Shemar Moore, Ne-Yo; etc. Mixed people are the most beautiful. You can add Jessica Alba to the mix.
00004g000000000000000000000000-b8f3d7c3-38bb-4231-8194-f2c347d2807f	negative	Jack you're an idiot. Go back to your single wide...your sister is #$%$.
1462406359175-bfca0268-3c46-409a-880f-de6a6eba79a0	neutral	Race-mixing is wrong.
00002b000000000000000000000000-8ad1b772-1af2-476b-b65a-aba3cfe45402	neutral	Jack, jack jack..... Smh..... We are all mixed with different nationalities sweetie. Sorry to inform you! We are all one race, the human race!
00003b000000000000000000000000-d3f28af2-69af-4787-ac63-9602a929b4b5	neutral	Because??? Please elaborate.
00002g000000000000000000000000-06970bd0-b9f9-4b53-95b7-82061688d83a	neutral	exactly, well said Lance
00003b000000000000000000000000-c09777c8-8e50-4d0d-96ac-d2f890cbccd8	neutral	It cause the school to be sued?
00005g000000000000000000000000-b81112d2-f0d5-4e35-aa51-0ff4dc6c409b	neutral	Because this is a 12 year old girl, not a criminal, Joey. She resisted because she's a kid. I'm pretty sure she doesn't know that resisting is a misdemeanor, but then again, this wasn't an arrest. Easier to understand when an adult gets arrested and knows not to #$%$ off the cops. It's completely different to a child that feels she is not wrong, even though she probably was and then grabbed to be escorted out. It is terrifying and panic-inducing. You people are ridiculous.
1460441412338-65044278-5fb4-407d-8f03-43a7aabb1062	neutral	Here's a simple concept: do what the cop tells you cause complying may or may not guarantee you good treatment, but not complying guarantees you a manhandling, tasering and/or pepper spraying each and everytime guaranteed. You're never gonna win against the cops so why fight them physically? Save the fights for the court.
00004g000000000000000000000000-0f6b48dd-4449-4c2c-a5da-a225813c82d2	neutral	Love your analogy. If criminals are going to break the law, well then hell the cops have a right to break the law too. It's good to see cops being the professionals in these type of situations.
0000cg000000000000000000000000-93552fce-7c23-4311-b4e7-9a6ce1106745	neutral	Otis? Obviously you've never been anywhere in the world with a unisex restroom to be losing sleep over this s #! t. Trust me; NO ONE (and I mean NO ONE) wants to see your junk... accidentally or not.
00005g000000000000000000000000-109ef0ea-6271-4287-b4b2-4cd379f7a406	negative	You are totally missing the point.
00006b000000000000000000000000-6049d107-b6f7-4315-bf98-926a028fb75c	negative	Nobody wants to see your tiny penis Don't worry about it.
00002b000000000000000000000000-39d96f32-5931-45d1-b93d-3827dbaaf639	negative	I`ll bet you take a shower with your underwear on just in case the door lock fails..! People like you have so many stupid gd hang-ups you are disgusting. END OF MY POST!!
00007b000000000000000000000000-9f44e5f7-39df-42d9-8292-51b7c616aed0	neutral	But that's exactly what a woman's bathroom is! Individual stalls with doors and locks. We're oblivious to how the person next to us is using it. As for the men's room, it's an accomplished woman indeed that will be able to use the urinals next to you.
00003g000000000000000000000000-09ae0f18-0842-432b-a4e2-e4a8d268efe2	negative	Women don't pee standing up, stupid. She'd probably be spared the sight of your junk by the partition of the stall she was SEATED in, #$%$
00008b000000000000000000000000-58f75f62-14a5-49dd-969f-867e813c9e3e	neutral	Womens restrooms have stalls not open air toilets. Your daughter shouldn't be seeing ANYONE peeing in a public restroom regardless of their gender.
00009b000000000000000000000000-24c4add0-64b9-49d9-a545-bcb419ab6a0a	neutral	"os otis dear, if you were to see Sarah in public---u would know beyond a shadow of doubt that she was a man!!!?? do you usually eye every male in the bathroom to check out their stuff or figure if they are ""real men"". maybe the law should be about men with just a tad bit too much curiosity??!!"
00003n000000000000000000000000-440d3eff-01ff-45a3-a46d-4f974f7f4d5f	negative	George H. Smith is/was a fool.
00005b000000000000000000000000-fb118d3a-40b8-4505-9fb0-3f5990cd3aa9	negative	George H. smith is a damn fool
00004g000000000000000000000000-72e96d23-20a8-45d7-894e-6bdc632989d7	negative	You don't have the capacity to refute anything I just quoted, Plainsman. That much is obvious.
00002b000000000000000000000000-3f6e9c94-9134-42b0-9da3-8b05b152f697	neutral	And when all else fails there's always original sin. They covered all the bases.
00006n000000000000000000000000-4f7a013e-cd61-4b88-8347-6197473f5ca0	negative	Wow !! This George H. Smith fellow, sure has Christianity all figured wrong... ...to be saved from. The answer is to be saved from sin. Plain and simple. I could refute all your points but I gotta get ready for church and refuse to write a book on this reply. If you want to debate let me know and we'll exchange numbers.
00007g000000000000000000000000-ef99876f-e4e9-4bab-b72d-7d778fef7ca3	negative	Go ahead, Manny. I await your argument with bated breath.
00002g000000000000000000000000-f841fcec-5455-419a-bdfc-6c8c43dac4de	neutral	You are SO LUCKY to have had that experience. I have seen TWO UFOs from my backyard! I have worked on military aircraft and helicopters for a great deal of my life and what I saw on those occasions were definitely NOT aircraft that are normally in the sky around these parts - PERIOD!! NO ONE will ever convince me otherwise either!
00004g000000000000000000000000-4b1c133c-458f-45fa-b173-5b49335d7690	neutral	"There are aliens and God. I had a a visitor from the ""holly"" world when I was a ""all know it smarty pants"" child at 9, he thought me a lesson that day, it was crazy and unbelievable for the unbeliever! There is so much more than our box Earth. But if you read the Bible, it is all there, the fallen angels aliens, and so on. Also there is some war going on up there, will find out when I die."
00009g000000000000000000000000-a23743a3-7775-4ef8-b3f8-23aa9e7f0580	neutral	Either you are lying or telling the truth. You do seem to be a nice guy & level-headed. If true, that is really mind-boggling.
00003b000000000000000000000000-6829793b-10f0-42b4-be25-ff5eec117d0c	neutral	I agree ..I be experienced alien ship too !!
00008g000000000000000000000000-dede311d-342e-44ca-85ef-749e871d7634	positive	CamRanhBay Ill be more than happy to give you a interview. I have nothing to hide and i remember the incident like it was yesterday.
00006n000000000000000000000000-c9e52152-dc2f-4359-bc01-892c054f5f3d	neutral	Wow, that would make a great movie. Oh, wait.
00007b000000000000000000000000-d8561fea-ca79-4e3b-b5bc-4407f17a05d1	neutral	awh, what a terrible ending. i thought you were going to say that you approached the yelling customer, tapped him on the shoulder, asked him to step aside and then you took your turn yelling at the clerk. and then the next customer tapps you on the shoulder and they take their turn yellling...like a scene from the movie Airplane. haha.
00008b000000000000000000000000-8441ba12-e777-41da-829b-3a9ad26623f1	positive	Funny restless!!! I loved that movie!
00002n000000000000000000000000-e7d5c1f8-0236-428c-97ab-5256c6d8a3f5	positive	Your actions fit your handle. NICE work!
00005n000000000000000000000000-dfb7c62b-8d19-4572-b714-e934cf2d93d4	neutral	THE AIRPORT WAS CLOSED TO ALL AIR TRAFFIC!!
00003n000000000000000000000000-874f620f-a9fe-45f3-b51d-01edc56ade08	negative	"That chick deserves a medal for slapping some sense into that guy ""Pearl"". If he wants to doll himself up like a girl and go out in public, he should expect to be shamed. We're not all on the ""perv train"", MC."
00004b000000000000000000000000-be842da6-b039-4c5b-9f7d-2bdca71c2392	neutral	The ONLY way to stop this is to STICK with what God created..Adam & Eve...nothing called ADEVE
00005n000000000000000000000000-c507603c-0df2-4d12-bcaf-63cbf002c728	negative	William - Then get out of the USA if you hate freedom. Their are plenty of theocracies for you to choose from. It's not perverted to be yourself. It's not like she was being sexual in any way
00002n000000000000000000000000-6a254eb2-e4ce-4b0a-906d-1168c946a5d3	neutral	I lived in NY years ago. People would not have helped no matter what type of crime it was.
00008n000000000000000000000000-f1983693-3320-4c02-be45-5cee42fde766	neutral	You don't have that right, and it makes you a cruddy person to consider hitting someone solely based on different lifestyle
00006n000000000000000000000000-09a56cf9-f0f2-4ccc-b89b-e9647cb9eb98	negative	A. Albarazi - Well that's your problem right there. A. there is no god. B. If there was, you're not acting as your god told you. Believe or don't, but don't pick and choose which rules to follow. It makes you an idiot and a hypocrite all at once
00007n000000000000000000000000-70355543-929c-416b-8921-97660f8cbab4	negative	Tom, you mean like my right to betch-slap any whacko who goes out in public all dolled up like a girl?
1462375960620-5f49747d-7eda-4b77-a4d7-a7f436db2d2d	neutral	The only way to stop this is to report it and file charges. Please don't let that psychopath get away with this abuse. There are laws to protect citizens against this kind of behavior. The woman needs to be in jail, in a mental institution to protect society or at the very least pay an enormous amount of money to make her think twice about doing it again. It disgusts me no one around did anything to help. There is power in numbers. Good ole New York...
00006b000000000000000000000000-2bff9291-0aa4-4315-9d7a-bc661c7bb1c4	neutral	hey Ed, love the hate and bigotry my man.... but there are quite a few white people that receive welfare. I agree with the thoughts on political correctness, and am tired of liberal agendas being shoved down our throats, but I have no problem with companies marketing to people. To be upset about that shows your overall ignorance. (signed, white, Conservative, Christian male)
0000ab000000000000000000000000-54453af8-23a3-4ad0-b580-7ac77e1375bd	neutral	Lee maybe not mine by itself , but they may just miss the hundreds of thousands of people who feel the same way as me. As for bigotry, could it be you are also one for not liking my point of view, A case of the kettle calling the pot black. Or in your case someone who is holier that thou.
00008b000000000000000000000000-ee81dfb4-71da-491c-9cdd-965c4a0c6f58	negative	Ed Bolling = disgusting racist IDIOT. And you are a sick FOOL if you believe there is any god of any sort that supports your disgusting racism.
0000bb000000000000000000000000-05b0b404-54ff-409d-a595-79cb60b060fc	neutral	M, yes they are , but can you blame them when they see how easy it is to get and how they didn't have to work for it. Juan R are you here legally or just voicing what you think anyone gives a damn from your ranting's. Michael, do you hear yourself, you my friend are the same as me, you just think what you say is important when clearly it is no more important than my opinion.
00007b000000000000000000000000-bd568ae1-f6aa-472b-973f-a1f05de833bf	negative	James - shut up moron, and go back to the zoo
00005b000000000000000000000000-231cef7f-4fab-45eb-9893-8fa8f1ee1b12	neutral	Sorry the word deleted was que-r
00004b000000000000000000000000-b9684e79-4149-4aa4-83ce-69b27608889e	neutral	I don't think old navy will miss you or your bigotry
00002b000000000000000000000000-9dc778d4-6f1f-4273-af94-00119f1ec12f	negative	Another coward. You created the welfare state with your policies.
00003b000000000000000000000000-171677d7-1b53-4cc4-9256-d88fe01c8b4e	negative	James , that is why you are afraid of Trump, you may lose your free ride. At least I can ay what I feel instead of some lame a-s reply from some people as you say , now look in the mirror coward
00009n000000000000000000000000-62da5284-d53f-4ab4-a13e-8fbfde6b9945	negative	#$%$ you Ed Boling. I #$%$ on you and all racists. BRING IT #$%$!!
00007g000000000000000000000000-039689f5-e88b-421f-9923-f58bc95566c8	neutral	I believe they are eaten in Venezuela? It's a South American rodent. They also eat guinea pigs down there, and I think the two are somewhat related.
00004g000000000000000000000000-4e118461-5a1c-4cc9-8993-74c5df040c3c	neutral	u eat nutria???yuck,we have those in our lake! they are as big as beavers!!!
00005b000000000000000000000000-ae6e889f-1158-4041-ad01-675e7ce1537b	neutral	Asian people eat everything dead or alive !!!!!!!!!!!
00009n000000000000000000000000-366c5bc5-a6df-4bfc-82bc-ad9651a084c8	neutral	Is that all you can think of when you see any animal? eat?
00002g000000000000000000000000-085d1545-6341-4f45-a627-76265b7bf142	neutral	Filipino do. They eat anything. So does mikey.
00003b000000000000000000000000-15ee849d-5953-4922-a931-31b5739ccdb1	neutral	Yes they are eaten in south america. They eat vegetation, so not much different than nutria . We hunt and eat them in louisiana all the time.
1460151338461-acd6fbe9-c463-4b4e-9cf2-c02c20087b45	neutral	Weird looking animals. Do they eat them??
00006g000000000000000000000000-40edd596-c01f-49ab-acf8-5634aa9e949f	neutral	I've eaten a beaver before. Tasted like tuna.
00008n000000000000000000000000-54c35aeb-3401-4ce5-802b-65d202a2682e	neutral	primate, funny huh?
00003g000000000000000000000000-d25bd990-ef40-416b-ae10-f2baa4d0e6b5	neutral	Interesting question your comment about him only working with women brings up. If a man identifying as a woman went to a gynecologist and was turned away would he be able to sue the doctor for refusing treatment because of trans bias?
1460805423499-04b23e06-337d-4b53-b738-d0286f7bd7b7	neutral	Okay, her gynecologist doesn't believe clinical depression exists. How exactly does that make him sexist?
00002b000000000000000000000000-a2b36e53-110a-4dce-99a5-17d5d242e294	neutral	bingo. That was the exact question I had. Its apparently sexist to criticize a woman for anything, even if it has nothing to do with her gender. Since the doc only works with women, we have no idea how he would act towards a man who is on meds for depression.
00002n000000000000000000000000-6bebff21-9062-42c4-a300-1f4479f9b4df	negative	Then why are you on an article about them?
00003b000000000000000000000000-02f4a99f-b665-4ce4-a221-d1a1a72af627	neutral	because im at work and bored lol
1460036083864-82c92849-1357-41a6-98d9-35992bb14ecf	negative	when is this freak show family going to stop with their endless tv shows? I cant take seeing them anymore
1460751866043-c8f25034-88b1-4db7-a295-1cf9743b3e21	neutral	The grand slam should not be #1. We saw last year how close Spieth came, and Tiger once won 4 straight majors, so it's clearly in the realm of possibility. But, when was the last time somebody won 9 or 10 straight times, threatening Nelson's record? Never?
00005g000000000000000000000000-98b7c1b5-a32d-4fdf-a53d-7f924b2448d6	neutral	HF and You've got to be kidding me.... Nelson won 11 tournaments in a row and 18 in one year. Contrary to your comments, Ben Hogan and Sam Snead competed in nearly every one of those tournaments.
00004g000000000000000000000000-3925080b-8533-4092-9888-cd5cfdc88b03	neutral	@USERNAME - I have to agree with you on the Nelson records. Although I will admit that I hadn't considered the depletion of talent due to WWII. Still a hugely impressive run.
00002g000000000000000000000000-87bc24eb-bc37-4757-8c6f-b2dd74181f9d	neutral	Nelson was out there on his own. WWII drafted all the other competitors.
00003b000000000000000000000000-c8a12f80-5b6a-4de8-8410-2c6ccb9b4850	neutral	hf, the article isn't about how hard the records were to set, it's about how hard they'll be to break.
1461867070130-63c7765a-a4bb-4654-936a-4cfc6e9957c8	neutral	"When I see things like this I wonder why every American is freaking out over keeping America safe from ""terrorists"" meanwhile over 35,000 people a year are killed by guns and no one will change anything."
00002b000000000000000000000000-a10f22cf-bc97-4dff-983f-92706ee9dc1f	negative	Americans are just too stupid for words.
00003n000000000000000000000000-9f708395-195e-415b-9c63-25bff6f99237	neutral	2/3 of those are suicides. Their body, their choice.
00006b000000000000000000000000-60cb7c33-19b0-4f1e-a77f-e8bac6fe1050	neutral	Thomas, I see a reverse Head and shoulders. However, I bought it more for the yield and the hope that the second half of the year will be better than the first half. If the dollar should weaken or at least stabilize I'm hoping Csco does okay for 2016. Plan to unload if it gets to around 29.50 in a month or two. Might give it to the end of 2nd quarter before reevaluating.
00002b000000000000000000000000-2e86a83b-fe72-4286-a47e-35568a1629b6	neutral	Why don't you go long on oil related investments if you feel that way? If I thought oil was going to keep rising, I would be buying oil stocks...Wait a second, I already have.
00008b000000000000000000000000-8ab0f12f-3d48-449e-9dd3-77d5a13699b1	neutral	Thomas, You are right. I stick mostly to buying shares in Dow components and ETFs. Though, my holding period have shrunk during the last six months. I would say my current holding period is in the neighborhood of 2 months.
00003b000000000000000000000000-b2d7bf5a-77fc-4173-bb19-65c39764d292	neutral	I do. I have calls in oil and puts in CSCO. Getting ready to pull the trigger on some T and MAR puts.
00004b000000000000000000000000-bb7d7792-34e1-409b-9cad-98850bab87af	neutral	Thomas, I bought CSCO yesterday. Great minds think alike or at least I hope so.
00009b000000000000000000000000-a7458de5-d14f-405e-979f-28946a8b7d13	neutral	From what I am seeing, conditions are right for some turbulence ahead. So, put your trays in their upright positions, buckle up, hang on and enjoy the ride. :)
00007b000000000000000000000000-8685963a-e246-45ab-9a97-cb1b934188e9	neutral	ahhh, there's the difference between us. I'm strictly a swing trader and have been for the last nine years. I seldom hold a position over 2 weeks. Also, I only play options.
00005b000000000000000000000000-d0ccf1bb-1428-4f1f-a14c-a9e401c4c9f6	neutral	Chart on CSCO doesn't look good. I have puts since Fri aft. Almost sold them this morning.
1460471383503-84eaa19c-657c-4780-8b55-e0152ec26108	neutral	Oil will keep rising until the powers that be have their shorts in place...again. Oil is the most easily manipulated commodity traded. jmho
00005g000000000000000000000000-eb2b1235-8b12-4695-b241-887750d7ef65	negative	This image is not reality and everyone knows it. The post of an idiot. I know couples that look just like that. I guess when you see a Nanny of a different color than the child you know it's not her kid ? You're a butt-hurt racist.
00007n000000000000000000000000-bca02118-3bd9-421c-b0b1-a4279f1f8ff1	negative	Propaganda all is phony
00002g000000000000000000000000-7700b35e-c744-4edc-91f5-d6b969e78658	negative	Idiot.
00004n000000000000000000000000-e3979b34-9db1-400f-9b2b-e76791dd63f9	negative	Explain to me how getting remarried has anything to do with what I actually said? OH NO, you're calling me a bigot. How original. You're the type of brain dead cattle the makers of this propaganda aim for. It's not a high mark but there's enough of you out there to keep them in business.
00003g000000000000000000000000-40303ad1-01d1-443a-a175-f90697fd6b8c	negative	You do realize people remarry after having kids ? Ignorant presumptive bigoted idiot.
00005b000000000000000000000000-e66a37e9-c593-4a39-aa66-b59d7ec651c9	neutral	Jim looks like a Zika baby in his pic.
1461079085860-4e6c7ce5-1098-4351-ac8a-795cdf1fcaa4	neutral	So, Christen isn't the only one that takes in the stinker?
00002b000000000000000000000000-cfaa2c23-834e-4ff0-aed4-379aba574a14	negative	You are an idiot.
00003b000000000000000000000000-aaa845d1-1748-4ed2-9bac-d69414739d0d	negative	Your the one with the little tiny pinhead.
00004b000000000000000000000000-a5246a59-a574-4756-8c27-e3330be749cc	neutral	I'd do his wife in the stinker.
00004n000000000000000000000000-71148dba-a2b4-442e-bb24-400b49515813	negative	Shut up Charles you nerd, get back in the dumpster where I left you.
00002n000000000000000000000000-682a9869-80e8-47b9-ad22-4d7a9ce5439d	negative	you sport , a true #$%$ poor excuse of human dung that somehow represents males has no clue.. I wish you walked a mile in her shoes but then you would have shot yourself long time ago..I know many women that are raped because they are shamed thinking it was their fault, or intimidated or just down out scared to say anything and just like to push it behind them.. Jerks like you really take the cake.
00006n000000000000000000000000-903f99f3-bb91-42a6-8cf2-84783b6ccd9f	negative	You three poor excuse of human dung !! Your brave sitting on the chair hiding behind a screen and still don't know what it means to be raped.. Spinless ?? Sport I have more spine than you will ever have all three of you put together..But then again your nothing ........................................................................... had to space this comment out because it adds bull dung to it
00005b000000000000000000000000-3c7b1281-b789-43b6-a854-a96e7000af92	negative	Madge, totally wrong on your part. Read some history.
00003b000000000000000000000000-26666b45-3791-43aa-8649-cb4e6fdfe6e8	neutral	Does she know that the rules of law in the USA are based on the ten commandments, which God gave.?
00002n000000000000000000000000-1877b40b-94be-4ab8-b74e-aca0365e161c	neutral	Morality is innate, unless you are a psychopath. It does not take religion to know right from wrong or to have a conscience. I've been a believer and a non believer. If you haven't been both don't assume the only way to be moral, is to be religious. That is FALSE...
00007n000000000000000000000000-75fcd3c6-7da7-479a-8034-2b3127f95b4b	neutral	Oh, Milo. So wrong. One can live a moral life without believing in Jesus! Animals live by instinct alone. Mankind has free will. He can choose to do the right thing without being threatened with hell.
00006n000000000000000000000000-da65cb63-9b3b-4efd-b567-36e8d359a8ff	neutral	One thing is for sure - religion often turns people into angry, self-righteous, holier-than-thou jackholes.
00002n000000000000000000000000-610267ee-0bea-4972-8778-f9149e8e3a28	neutral	"Name some of those ""more efficient methods"" please."
00004b000000000000000000000000-f8166728-e852-4807-b11f-291ffd0a0f81	neutral	Try again, Kevin, none of those are more efficient than fossil fuels. Gary's contention was there were already more efficient methods , not, emerging efficient.
1462395607573-29a2270f-ddeb-45d5-abd5-8e0bcaae4f29	neutral	Face it you can't convince some people that Elvis is dead because they just don't want to believe it. It's the same thought process that climate deniers resort to. To acknowledge that there could be an issue and that there are more efficient methods to produce power scares people because they will have to modernize their skill sets.
00003n000000000000000000000000-d24f28df-4aa3-431a-a4f8-bef050c4fa8a	neutral	@USERNAME Nuclear Power. Solar panels are 15-20% and climbing in efficiency. The sun is only going to shine for another 3 billion years. That's most likely the logical choice.
00003n000000000000000000000000-f1c6653c-a877-42e7-9d61-a2bb764246fb	negative	They are also places where you are supposed not to be beaten to death either. If I locked up several animals all in one cage and came back some time later to find two of them had mauled and killed one on them I would be held accountable for animal cruelty at the least. I bet no one running this particular zoo ever is held accountable for this death tho.
00002b000000000000000000000000-498bb84f-8c31-481b-a8c3-c084f788b220	negative	Stop trying to make sense, it only confuses people, especially the stupid ones...and liberals.
00002b000000000000000000000000-a4eeba74-b4c1-4e0e-95ee-32610b6aa553	negative	"Well let's see here, the last time a minority ""infringed upon the rights of the majority"" as you put it, a little thing called the Civil Rights Act was the end result. Do you disagree with equality for all?"
00003b000000000000000000000000-7d84556a-cf35-4f29-a46d-4c0e7b3101ea	negative	And what does being gay have to do with being transgender? Are you that ignorant that you don't know the difference?
00005n000000000000000000000000-26134ee8-8e76-4d27-8488-0d485b690ae7	neutral	um... Eric, transgender and homosexual are not the same thing. assuming the person in the article is attracted to men, then she is straight. shes just a woman who would like to be able to use the women's restroom.
00009b000000000000000000000000-24235025-706f-49fa-a3bb-d3aca51db4da	positive	I have not seen much flamboyance since the gay pride parades of decades ago. But that being said when something makes you uncomfortable, really stop and think about whether they are making you uncomfortable or you are making you uncomfortable. I think your problem is all your head, and so really you are the only person who can fix it. That does not just apply in this case but in general. You will find life much easier if you own your own feelings.
00004n000000000000000000000000-3902afc7-7c26-459e-b9d4-cd3a2b5b4040	negative	Gays shoving it..........What else would you expect from gays?
00007b000000000000000000000000-24b18f48-f64a-4aff-a429-cf632d267620	neutral	Eric...oops, not so. We do not do all things by majority rule. We are a Republic. The rights of individuals, thank goodness, is taken into consideration using our incredible Constitution. Nowadays the Supreme Court and the President have gotten iffy on this subject but that is not what is being discussed here. (For the Supreme Court to say the Constitution states that women can have their children killed is obviously absurd.) Protecting the rights of the individual. If only other countries thought that way.
00006b000000000000000000000000-677794a4-c721-4491-a7bd-26753ee31057	negative	"@USERNAME - I agree with ""equality for all"". All genetic males should use the men's room. All genetic females should use the ladies room. Is that ""equal"" enough for you?"
00002n000000000000000000000000-519430b1-1dc1-4825-9762-6b77ed8bf6c8	negative	who made you judge?
00003b000000000000000000000000-3b17ab77-da60-4447-b41e-aa738b1acea3	negative	Judge? How is that judging? I am trying to save the lives of these #$%$! Ingrate.
1461096577755-a2fd4226-792a-480d-91fe-b94ea2a6d813	negative	Hopefully they install at least a couple AED's for all that sedentary #$%$ that will do nothing but gorge themselves on unlimited fries and diet cokes until their hearts finally throw in the grease saturated towel.
00005g000000000000000000000000-df64f1cd-1285-4c81-9c95-051c468a907d	positive	Halle Berry, Rashida Jones, Mariah Carey, Chanel Iman, Naomi Campbell, Adriana Lima; etc. For the women Vin Diesel, Derek Jeter, Tyson Beckford, Shemar Moore, Ne-Yo; etc. Mixed people are the most beautiful. You can add Jessica Alba to the mix.
00004g000000000000000000000000-b8f3d7c3-38bb-4231-8194-f2c347d2807f	negative	Jack you're an idiot. Go back to your single wide...your sister is #$%$.
1462406359175-bfca0268-3c46-409a-880f-de6a6eba79a0	negative	Race-mixing is wrong.
00002b000000000000000000000000-8ad1b772-1af2-476b-b65a-aba3cfe45402	positive	Jack, jack jack..... Smh..... We are all mixed with different nationalities sweetie. Sorry to inform you! We are all one race, the human race!
00003b000000000000000000000000-d3f28af2-69af-4787-ac63-9602a929b4b5	neutral	Because??? Please elaborate.
